brutal_segment_id,recording,segment_in_recording,segment_filename,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,samples_per_segment
1566,132_2b1_Lr_mc_LittC2SE.wav,2,132_2b1_Lr_mc_LittC2SE_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1567,132_2b1_Lr_mc_LittC2SE.wav,3,132_2b1_Lr_mc_LittC2SE_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1568,132_2b1_Lr_mc_LittC2SE.wav,4,132_2b1_Lr_mc_LittC2SE_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1569,132_2b1_Lr_mc_LittC2SE.wav,5,132_2b1_Lr_mc_LittC2SE_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1570,132_2b1_Lr_mc_LittC2SE.wav,6,132_2b1_Lr_mc_LittC2SE_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1571,132_2b1_Lr_mc_LittC2SE.wav,7,132_2b1_Lr_mc_LittC2SE_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1572,132_2b1_Lr_mc_LittC2SE.wav,8,132_2b1_Lr_mc_LittC2SE_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1573,132_2b2_Lr_mc_LittC2SE.wav,1,132_2b2_Lr_mc_LittC2SE_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1574,132_2b2_Lr_mc_LittC2SE.wav,2,132_2b2_Lr_mc_LittC2SE_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1575,132_2b2_Lr_mc_LittC2SE.wav,3,132_2b2_Lr_mc_LittC2SE_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1576,132_2b2_Lr_mc_LittC2SE.wav,4,132_2b2_Lr_mc_LittC2SE_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1577,132_2b2_Lr_mc_LittC2SE.wav,5,132_2b2_Lr_mc_LittC2SE_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1578,132_2b2_Lr_mc_LittC2SE.wav,6,132_2b2_Lr_mc_LittC2SE_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1579,132_2b2_Lr_mc_LittC2SE.wav,7,132_2b2_Lr_mc_LittC2SE_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1580,132_2b2_Lr_mc_LittC2SE.wav,8,132_2b2_Lr_mc_LittC2SE_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1581,133_2p2_Al_mc_AKGC417L.wav,1,133_2p2_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1582,133_2p2_Al_mc_AKGC417L.wav,2,133_2p2_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1583,133_2p2_Al_mc_AKGC417L.wav,3,133_2p2_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1584,133_2p2_Al_mc_AKGC417L.wav,4,133_2p2_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1585,133_2p2_Al_mc_AKGC417L.wav,5,133_2p2_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1586,133_2p2_Al_mc_AKGC417L.wav,6,133_2p2_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1587,133_2p2_Al_mc_AKGC417L.wav,7,133_2p2_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1588,133_2p2_Al_mc_AKGC417L.wav,8,133_2p2_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1589,133_2p2_Ar_mc_AKGC417L.wav,1,133_2p2_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1590,133_2p2_Ar_mc_AKGC417L.wav,2,133_2p2_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1591,133_2p2_Ar_mc_AKGC417L.wav,3,133_2p2_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1592,133_2p2_Ar_mc_AKGC417L.wav,4,133_2p2_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1593,133_2p2_Ar_mc_AKGC417L.wav,5,133_2p2_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1594,133_2p2_Ar_mc_AKGC417L.wav,6,133_2p2_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1595,133_2p2_Ar_mc_AKGC417L.wav,7,133_2p2_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1596,133_2p2_Ar_mc_AKGC417L.wav,8,133_2p2_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1597,133_2p2_Pl_mc_AKGC417L.wav,1,133_2p2_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1598,133_2p2_Pl_mc_AKGC417L.wav,2,133_2p2_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1599,133_2p2_Pl_mc_AKGC417L.wav,3,133_2p2_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1600,133_2p2_Pl_mc_AKGC417L.wav,4,133_2p2_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1601,133_2p2_Pl_mc_AKGC417L.wav,5,133_2p2_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1602,133_2p2_Pl_mc_AKGC417L.wav,6,133_2p2_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1603,133_2p2_Pl_mc_AKGC417L.wav,7,133_2p2_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1604,133_2p2_Pl_mc_AKGC417L.wav,8,133_2p2_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1605,133_2p2_Tc_mc_AKGC417L.wav,1,133_2p2_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1606,133_2p2_Tc_mc_AKGC417L.wav,2,133_2p2_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1607,133_2p2_Tc_mc_AKGC417L.wav,3,133_2p2_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1608,133_2p2_Tc_mc_AKGC417L.wav,4,133_2p2_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1609,133_2p2_Tc_mc_AKGC417L.wav,5,133_2p2_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1610,133_2p2_Tc_mc_AKGC417L.wav,6,133_2p2_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1611,133_2p2_Tc_mc_AKGC417L.wav,7,133_2p2_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1612,133_2p2_Tc_mc_AKGC417L.wav,8,133_2p2_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1613,133_2p3_Al_mc_AKGC417L.wav,1,133_2p3_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1614,133_2p3_Al_mc_AKGC417L.wav,2,133_2p3_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1615,133_2p3_Al_mc_AKGC417L.wav,3,133_2p3_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1616,133_2p3_Al_mc_AKGC417L.wav,4,133_2p3_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1617,133_2p3_Al_mc_AKGC417L.wav,5,133_2p3_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1618,133_2p3_Al_mc_AKGC417L.wav,6,133_2p3_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1619,133_2p3_Al_mc_AKGC417L.wav,7,133_2p3_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1620,133_2p3_Al_mc_AKGC417L.wav,8,133_2p3_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1621,133_2p3_Ar_mc_AKGC417L.wav,1,133_2p3_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1622,133_2p3_Ar_mc_AKGC417L.wav,2,133_2p3_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1623,133_2p3_Ar_mc_AKGC417L.wav,3,133_2p3_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1624,133_2p3_Ar_mc_AKGC417L.wav,4,133_2p3_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1625,133_2p3_Ar_mc_AKGC417L.wav,5,133_2p3_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1626,133_2p3_Ar_mc_AKGC417L.wav,6,133_2p3_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1627,133_2p3_Ar_mc_AKGC417L.wav,7,133_2p3_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1628,133_2p3_Ar_mc_AKGC417L.wav,8,133_2p3_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1629,133_2p3_Pl_mc_AKGC417L.wav,1,133_2p3_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1630,133_2p3_Pl_mc_AKGC417L.wav,2,133_2p3_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1631,133_2p3_Pl_mc_AKGC417L.wav,3,133_2p3_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1632,133_2p3_Pl_mc_AKGC417L.wav,4,133_2p3_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1633,133_2p3_Pl_mc_AKGC417L.wav,5,133_2p3_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1634,133_2p3_Pl_mc_AKGC417L.wav,6,133_2p3_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1635,133_2p3_Pl_mc_AKGC417L.wav,7,133_2p3_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1636,133_2p3_Pl_mc_AKGC417L.wav,8,133_2p3_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1637,133_2p3_Pr_mc_AKGC417L.wav,1,133_2p3_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1638,133_2p3_Pr_mc_AKGC417L.wav,2,133_2p3_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1639,133_2p3_Pr_mc_AKGC417L.wav,3,133_2p3_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1640,133_2p3_Pr_mc_AKGC417L.wav,4,133_2p3_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1641,133_2p3_Pr_mc_AKGC417L.wav,5,133_2p3_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1642,133_2p3_Pr_mc_AKGC417L.wav,6,133_2p3_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1643,133_2p3_Pr_mc_AKGC417L.wav,7,133_2p3_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1644,133_2p3_Pr_mc_AKGC417L.wav,8,133_2p3_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1645,133_2p3_Tc_mc_AKGC417L.wav,1,133_2p3_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1646,133_2p3_Tc_mc_AKGC417L.wav,2,133_2p3_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1647,133_2p3_Tc_mc_AKGC417L.wav,3,133_2p3_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1648,133_2p3_Tc_mc_AKGC417L.wav,4,133_2p3_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1649,133_2p3_Tc_mc_AKGC417L.wav,5,133_2p3_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1650,133_2p3_Tc_mc_AKGC417L.wav,6,133_2p3_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1651,133_2p3_Tc_mc_AKGC417L.wav,7,133_2p3_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1652,133_2p3_Tc_mc_AKGC417L.wav,8,133_2p3_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1653,133_2p4_Al_mc_AKGC417L.wav,1,133_2p4_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1654,133_2p4_Al_mc_AKGC417L.wav,2,133_2p4_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1655,133_2p4_Al_mc_AKGC417L.wav,3,133_2p4_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1656,133_2p4_Al_mc_AKGC417L.wav,4,133_2p4_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1657,133_2p4_Al_mc_AKGC417L.wav,5,133_2p4_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1658,133_2p4_Al_mc_AKGC417L.wav,6,133_2p4_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1659,133_2p4_Al_mc_AKGC417L.wav,7,133_2p4_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1660,133_2p4_Al_mc_AKGC417L.wav,8,133_2p4_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1661,133_2p4_Ar_mc_AKGC417L.wav,1,133_2p4_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1662,133_2p4_Ar_mc_AKGC417L.wav,2,133_2p4_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1663,133_2p4_Ar_mc_AKGC417L.wav,3,133_2p4_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1664,133_2p4_Ar_mc_AKGC417L.wav,4,133_2p4_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1665,133_2p4_Ar_mc_AKGC417L.wav,5,133_2p4_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1666,133_2p4_Ar_mc_AKGC417L.wav,6,133_2p4_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1667,133_2p4_Ar_mc_AKGC417L.wav,7,133_2p4_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1668,133_2p4_Ar_mc_AKGC417L.wav,8,133_2p4_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1669,133_2p4_Pl_mc_AKGC417L.wav,1,133_2p4_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1670,133_2p4_Pl_mc_AKGC417L.wav,2,133_2p4_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1671,133_2p4_Pl_mc_AKGC417L.wav,3,133_2p4_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1672,133_2p4_Pl_mc_AKGC417L.wav,4,133_2p4_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1673,133_2p4_Pl_mc_AKGC417L.wav,5,133_2p4_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1674,133_2p4_Pl_mc_AKGC417L.wav,6,133_2p4_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1675,133_2p4_Pl_mc_AKGC417L.wav,7,133_2p4_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1676,133_2p4_Pl_mc_AKGC417L.wav,8,133_2p4_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1677,133_2p4_Pr_mc_AKGC417L.wav,1,133_2p4_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1678,133_2p4_Pr_mc_AKGC417L.wav,2,133_2p4_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1679,133_2p4_Pr_mc_AKGC417L.wav,3,133_2p4_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1680,133_2p4_Pr_mc_AKGC417L.wav,4,133_2p4_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1681,133_2p4_Pr_mc_AKGC417L.wav,5,133_2p4_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1682,133_2p4_Pr_mc_AKGC417L.wav,6,133_2p4_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1683,133_2p4_Pr_mc_AKGC417L.wav,7,133_2p4_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1684,133_2p4_Pr_mc_AKGC417L.wav,8,133_2p4_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1685,133_2p4_Tc_mc_AKGC417L.wav,1,133_2p4_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1686,133_2p4_Tc_mc_AKGC417L.wav,2,133_2p4_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1687,133_2p4_Tc_mc_AKGC417L.wav,3,133_2p4_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1688,133_2p4_Tc_mc_AKGC417L.wav,4,133_2p4_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1689,133_2p4_Tc_mc_AKGC417L.wav,5,133_2p4_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1690,133_2p4_Tc_mc_AKGC417L.wav,6,133_2p4_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1691,133_2p4_Tc_mc_AKGC417L.wav,7,133_2p4_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1692,133_2p4_Tc_mc_AKGC417L.wav,8,133_2p4_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1693,133_3p2_Al_mc_AKGC417L.wav,1,133_3p2_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1694,133_3p2_Al_mc_AKGC417L.wav,2,133_3p2_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1695,133_3p2_Al_mc_AKGC417L.wav,3,133_3p2_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1696,133_3p2_Al_mc_AKGC417L.wav,4,133_3p2_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1697,133_3p2_Al_mc_AKGC417L.wav,5,133_3p2_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1698,133_3p2_Al_mc_AKGC417L.wav,6,133_3p2_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1699,133_3p2_Al_mc_AKGC417L.wav,7,133_3p2_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1700,133_3p2_Al_mc_AKGC417L.wav,8,133_3p2_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1701,133_3p2_Ar_mc_AKGC417L.wav,1,133_3p2_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1702,133_3p2_Ar_mc_AKGC417L.wav,2,133_3p2_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1703,133_3p2_Ar_mc_AKGC417L.wav,3,133_3p2_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1704,133_3p2_Ar_mc_AKGC417L.wav,4,133_3p2_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1705,133_3p2_Ar_mc_AKGC417L.wav,5,133_3p2_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1706,133_3p2_Ar_mc_AKGC417L.wav,6,133_3p2_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1707,133_3p2_Ar_mc_AKGC417L.wav,7,133_3p2_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1708,133_3p2_Ar_mc_AKGC417L.wav,8,133_3p2_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1709,133_3p2_Pl_mc_AKGC417L.wav,1,133_3p2_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1710,133_3p2_Pl_mc_AKGC417L.wav,2,133_3p2_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1711,133_3p2_Pl_mc_AKGC417L.wav,3,133_3p2_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1712,133_3p2_Pl_mc_AKGC417L.wav,4,133_3p2_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1713,133_3p2_Pl_mc_AKGC417L.wav,5,133_3p2_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1714,133_3p2_Pl_mc_AKGC417L.wav,6,133_3p2_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1715,133_3p2_Pl_mc_AKGC417L.wav,7,133_3p2_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1716,133_3p2_Pl_mc_AKGC417L.wav,8,133_3p2_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1717,133_3p2_Pr_mc_AKGC417L.wav,1,133_3p2_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1718,133_3p2_Pr_mc_AKGC417L.wav,2,133_3p2_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1719,133_3p2_Pr_mc_AKGC417L.wav,3,133_3p2_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1720,133_3p2_Pr_mc_AKGC417L.wav,4,133_3p2_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1721,133_3p2_Pr_mc_AKGC417L.wav,5,133_3p2_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1722,133_3p2_Pr_mc_AKGC417L.wav,6,133_3p2_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1723,133_3p2_Pr_mc_AKGC417L.wav,7,133_3p2_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1724,133_3p2_Pr_mc_AKGC417L.wav,8,133_3p2_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1725,133_3p4_Tc_mc_AKGC417L.wav,1,133_3p4_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1726,133_3p4_Tc_mc_AKGC417L.wav,2,133_3p4_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1727,133_3p4_Tc_mc_AKGC417L.wav,3,133_3p4_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1728,133_3p4_Tc_mc_AKGC417L.wav,4,133_3p4_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1729,133_3p4_Tc_mc_AKGC417L.wav,5,133_3p4_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1730,133_3p4_Tc_mc_AKGC417L.wav,6,133_3p4_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1731,133_3p4_Tc_mc_AKGC417L.wav,7,133_3p4_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1732,133_3p4_Tc_mc_AKGC417L.wav,8,133_3p4_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
1733,134_2b1_Al_mc_LittC2SE.wav,1,134_2b1_Al_mc_LittC2SE_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
1734,134_2b1_Al_mc_LittC2SE.wav,2,134_2b1_Al_mc_LittC2SE_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
1735,134_2b1_Al_mc_LittC2SE.wav,3,134_2b1_Al_mc_LittC2SE_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
1736,134_2b1_Al_mc_LittC2SE.wav,4,134_2b1_Al_mc_LittC2SE_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
1737,134_2b1_Al_mc_LittC2SE.wav,5,134_2b1_Al_mc_LittC2SE_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
1738,134_2b1_Al_mc_LittC2SE.wav,6,134_2b1_Al_mc_LittC2SE_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
1739,134_2b1_Al_mc_LittC2SE.wav,7,134_2b1_Al_mc_LittC2SE_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
1740,134_2b1_Al_mc_LittC2SE.wav,8,134_2b1_Al_mc_LittC2SE_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
