cycle_id,recording,cycle_in_recording,cycle_filename,peak_frame,peak_time_s,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,frame_ms,hop_ms,centroid_threshold,peak_centroid_value
759,110_1p1_Pr_sc_Meditron.wav,31,110_1p1_Pr_sc_Meditron_cycle_31.wav,4496,44.96,176640,186640,44.16,46.66,2.5,4000,25.0,10.0,65.85,346.27
760,110_1p1_Pr_sc_Meditron.wav,32,110_1p1_Pr_sc_Meditron_cycle_32.wav,4596,45.96,180640,190640,45.16,47.66,2.5,4000,25.0,10.0,65.85,271.87
761,110_1p1_Pr_sc_Meditron.wav,33,110_1p1_Pr_sc_Meditron_cycle_33.wav,4746,47.46,186640,196640,46.66,49.16,2.5,4000,25.0,10.0,65.85,401.99
762,110_1p1_Pr_sc_Meditron.wav,34,110_1p1_Pr_sc_Meditron_cycle_34.wav,4925,49.25,193800,203800,48.45,50.95,2.5,4000,25.0,10.0,65.85,337.2
763,110_1p1_Pr_sc_Meditron.wav,35,110_1p1_Pr_sc_Meditron_cycle_35.wav,5038,50.38,198320,208320,49.58,52.08,2.5,4000,25.0,10.0,65.85,499.21
764,110_1p1_Pr_sc_Meditron.wav,36,110_1p1_Pr_sc_Meditron_cycle_36.wav,5218,52.18,205520,215520,51.38,53.88,2.5,4000,25.0,10.0,65.85,290.43
765,110_1p1_Pr_sc_Meditron.wav,37,110_1p1_Pr_sc_Meditron_cycle_37.wav,5344,53.44,210560,220560,52.64,55.14,2.5,4000,25.0,10.0,65.85,263.88
766,110_1p1_Pr_sc_Meditron.wav,38,110_1p1_Pr_sc_Meditron_cycle_38.wav,5540,55.4,218400,228400,54.6,57.1,2.5,4000,25.0,10.0,65.85,312.46
767,110_1p1_Pr_sc_Meditron.wav,39,110_1p1_Pr_sc_Meditron_cycle_39.wav,5652,56.52,222880,232880,55.72,58.22,2.5,4000,25.0,10.0,65.85,461.43
768,110_1p1_Pr_sc_Meditron.wav,40,110_1p1_Pr_sc_Meditron_cycle_40.wav,5853,58.53,230920,240920,57.73,60.23,2.5,4000,25.0,10.0,65.85,350.84
769,110_1p1_Pr_sc_Meditron.wav,41,110_1p1_Pr_sc_Meditron_cycle_41.wav,5982,59.82,236080,246080,59.02,61.52,2.5,4000,25.0,10.0,65.85,194.45
770,110_1p1_Pr_sc_Meditron.wav,42,110_1p1_Pr_sc_Meditron_cycle_42.wav,6109,61.09,241160,251160,60.29,62.79,2.5,4000,25.0,10.0,65.85,321.47
771,110_1p1_Pr_sc_Meditron.wav,43,110_1p1_Pr_sc_Meditron_cycle_43.wav,6252,62.52,246880,256880,61.72,64.22,2.5,4000,25.0,10.0,65.85,278.25
772,110_1p1_Pr_sc_Meditron.wav,44,110_1p1_Pr_sc_Meditron_cycle_44.wav,6410,64.1,253200,263200,63.3,65.8,2.5,4000,25.0,10.0,65.85,565.22
773,110_1p1_Pr_sc_Meditron.wav,45,110_1p1_Pr_sc_Meditron_cycle_45.wav,6531,65.31,258040,268040,64.51,67.01,2.5,4000,25.0,10.0,65.85,367.59
774,110_1p1_Pr_sc_Meditron.wav,46,110_1p1_Pr_sc_Meditron_cycle_46.wav,6689,66.89,264360,274360,66.09,68.59,2.5,4000,25.0,10.0,65.85,570.89
775,110_1p1_Pr_sc_Meditron.wav,47,110_1p1_Pr_sc_Meditron_cycle_47.wav,6870,68.7,271600,281600,67.9,70.4,2.5,4000,25.0,10.0,65.85,632.49
776,110_1p1_Pr_sc_Meditron.wav,48,110_1p1_Pr_sc_Meditron_cycle_48.wav,7032,70.32,278080,288080,69.52,72.02,2.5,4000,25.0,10.0,65.85,712.66
777,110_1p1_Pr_sc_Meditron.wav,49,110_1p1_Pr_sc_Meditron_cycle_49.wav,7162,71.62,283280,293280,70.82,73.32,2.5,4000,25.0,10.0,65.85,401.28
778,110_1p1_Pr_sc_Meditron.wav,50,110_1p1_Pr_sc_Meditron_cycle_50.wav,7283,72.83,288120,298120,72.03,74.53,2.5,4000,25.0,10.0,65.85,444.59
779,111_1b2_Tc_sc_Meditron.wav,1,111_1b2_Tc_sc_Meditron_cycle_1.wav,88,0.88,3528,113778,0.08,2.58,2.5,44100,25.0,10.0,1983.17,4868.14
780,111_1b2_Tc_sc_Meditron.wav,2,111_1b2_Tc_sc_Meditron_cycle_2.wav,213,2.13,58653,168903,1.33,3.83,2.5,44100,25.0,10.0,1983.17,4778.98
781,111_1b2_Tc_sc_Meditron.wav,3,111_1b2_Tc_sc_Meditron_cycle_3.wav,335,3.35,112455,222705,2.55,5.05,2.5,44100,25.0,10.0,1983.17,4792.58
782,111_1b2_Tc_sc_Meditron.wav,4,111_1b2_Tc_sc_Meditron_cycle_4.wav,480,4.8,176400,286650,4.0,6.5,2.5,44100,25.0,10.0,1983.17,4780.47
783,111_1b2_Tc_sc_Meditron.wav,5,111_1b2_Tc_sc_Meditron_cycle_5.wav,601,6.01,229761,340011,5.21,7.71,2.5,44100,25.0,10.0,1983.17,3668.67
784,111_1b2_Tc_sc_Meditron.wav,6,111_1b2_Tc_sc_Meditron_cycle_6.wav,751,7.51,295911,406161,6.71,9.21,2.5,44100,25.0,10.0,1983.17,5403.63
785,111_1b2_Tc_sc_Meditron.wav,7,111_1b2_Tc_sc_Meditron_cycle_7.wav,866,8.66,346626,456876,7.86,10.36,2.5,44100,25.0,10.0,1983.17,2450.02
786,111_1b2_Tc_sc_Meditron.wav,8,111_1b2_Tc_sc_Meditron_cycle_8.wav,1003,10.03,407043,517293,9.23,11.73,2.5,44100,25.0,10.0,1983.17,4477.26
787,111_1b2_Tc_sc_Meditron.wav,9,111_1b2_Tc_sc_Meditron_cycle_9.wav,1145,11.45,469665,579915,10.65,13.15,2.5,44100,25.0,10.0,1983.17,4204.69
788,111_1b2_Tc_sc_Meditron.wav,10,111_1b2_Tc_sc_Meditron_cycle_10.wav,1283,12.83,530523,640773,12.03,14.53,2.5,44100,25.0,10.0,1983.17,4010.25
789,111_1b2_Tc_sc_Meditron.wav,11,111_1b2_Tc_sc_Meditron_cycle_11.wav,1398,13.98,581238,691488,13.18,15.68,2.5,44100,25.0,10.0,1983.17,3543.57
790,111_1b2_Tc_sc_Meditron.wav,12,111_1b2_Tc_sc_Meditron_cycle_12.wav,1539,15.39,643419,753669,14.59,17.09,2.5,44100,25.0,10.0,1983.17,4718.84
791,111_1b2_Tc_sc_Meditron.wav,13,111_1b2_Tc_sc_Meditron_cycle_13.wav,1658,16.58,695898,806148,15.78,18.28,2.5,44100,25.0,10.0,1983.17,4247.4
792,111_1b2_Tc_sc_Meditron.wav,14,111_1b2_Tc_sc_Meditron_cycle_14.wav,1796,17.96,756756,867006,17.16,19.66,2.5,44100,25.0,10.0,1983.17,4484.73
793,111_1b3_Tc_sc_Meditron.wav,1,111_1b3_Tc_sc_Meditron_cycle_1.wav,161,1.61,35721,145971,0.81,3.31,2.5,44100,25.0,10.0,2092.41,3786.77
794,111_1b3_Tc_sc_Meditron.wav,2,111_1b3_Tc_sc_Meditron_cycle_2.wav,283,2.83,89523,199773,2.03,4.53,2.5,44100,25.0,10.0,2092.41,4931.29
795,111_1b3_Tc_sc_Meditron.wav,3,111_1b3_Tc_sc_Meditron_cycle_3.wav,423,4.23,151263,261513,3.43,5.93,2.5,44100,25.0,10.0,2092.41,4261.83
796,111_1b3_Tc_sc_Meditron.wav,4,111_1b3_Tc_sc_Meditron_cycle_4.wav,532,5.32,199332,309582,4.52,7.02,2.5,44100,25.0,10.0,2092.41,4736.69
797,111_1b3_Tc_sc_Meditron.wav,5,111_1b3_Tc_sc_Meditron_cycle_5.wav,680,6.8,264600,374850,6.0,8.5,2.5,44100,25.0,10.0,2092.41,5110.46
798,111_1b3_Tc_sc_Meditron.wav,6,111_1b3_Tc_sc_Meditron_cycle_6.wav,786,7.86,311346,421596,7.06,9.56,2.5,44100,25.0,10.0,2092.41,4911.12
799,111_1b3_Tc_sc_Meditron.wav,7,111_1b3_Tc_sc_Meditron_cycle_7.wav,937,9.37,377937,488187,8.57,11.07,2.5,44100,25.0,10.0,2092.41,4639.54
800,111_1b3_Tc_sc_Meditron.wav,8,111_1b3_Tc_sc_Meditron_cycle_8.wav,1049,10.49,427329,537579,9.69,12.19,2.5,44100,25.0,10.0,2092.41,5090.32
801,111_1b3_Tc_sc_Meditron.wav,9,111_1b3_Tc_sc_Meditron_cycle_9.wav,1194,11.94,491274,601524,11.14,13.64,2.5,44100,25.0,10.0,2092.41,3998.72
802,111_1b3_Tc_sc_Meditron.wav,10,111_1b3_Tc_sc_Meditron_cycle_10.wav,1340,13.4,555660,665910,12.6,15.1,2.5,44100,25.0,10.0,2092.41,4647.82
803,111_1b3_Tc_sc_Meditron.wav,11,111_1b3_Tc_sc_Meditron_cycle_11.wav,1463,14.63,609903,720153,13.83,16.33,2.5,44100,25.0,10.0,2092.41,4227.46
804,111_1b3_Tc_sc_Meditron.wav,12,111_1b3_Tc_sc_Meditron_cycle_12.wav,1588,15.88,665028,775278,15.08,17.58,2.5,44100,25.0,10.0,2092.41,4895.25
805,111_1b3_Tc_sc_Meditron.wav,13,111_1b3_Tc_sc_Meditron_cycle_13.wav,1716,17.16,721476,831726,16.36,18.86,2.5,44100,25.0,10.0,2092.41,3321.57
806,112_1b1_Ar_sc_Meditron.wav,1,112_1b1_Ar_sc_Meditron_cycle_1.wav,202,2.02,4880,14880,1.22,3.72,2.5,4000,25.0,10.0,71.99,281.74
807,112_1b1_Ar_sc_Meditron.wav,2,112_1b1_Ar_sc_Meditron_cycle_2.wav,402,4.02,12880,22880,3.22,5.72,2.5,4000,25.0,10.0,71.99,240.78
808,112_1b1_Ar_sc_Meditron.wav,3,112_1b1_Ar_sc_Meditron_cycle_3.wav,504,5.04,16960,26960,4.24,6.74,2.5,4000,25.0,10.0,71.99,226.64
809,112_1b1_Ar_sc_Meditron.wav,4,112_1b1_Ar_sc_Meditron_cycle_4.wav,625,6.25,21800,31800,5.45,7.95,2.5,4000,25.0,10.0,71.99,127.05
810,112_1b1_Ar_sc_Meditron.wav,5,112_1b1_Ar_sc_Meditron_cycle_5.wav,728,7.28,25920,35920,6.48,8.98,2.5,4000,25.0,10.0,71.99,172.12
811,112_1b1_Ar_sc_Meditron.wav,6,112_1b1_Ar_sc_Meditron_cycle_6.wav,872,8.72,31680,41680,7.92,10.42,2.5,4000,25.0,10.0,71.99,150.76
812,112_1b1_Ar_sc_Meditron.wav,7,112_1b1_Ar_sc_Meditron_cycle_7.wav,981,9.81,36040,46040,9.01,11.51,2.5,4000,25.0,10.0,71.99,593.08
813,112_1b1_Ar_sc_Meditron.wav,8,112_1b1_Ar_sc_Meditron_cycle_8.wav,1112,11.12,41280,51280,10.32,12.82,2.5,4000,25.0,10.0,71.99,368.4
814,112_1b1_Ar_sc_Meditron.wav,9,112_1b1_Ar_sc_Meditron_cycle_9.wav,1219,12.19,45560,55560,11.39,13.89,2.5,4000,25.0,10.0,71.99,134.13
815,112_1b1_Ar_sc_Meditron.wav,10,112_1b1_Ar_sc_Meditron_cycle_10.wav,1358,13.58,51120,61120,12.78,15.28,2.5,4000,25.0,10.0,71.99,197.7
816,112_1b1_Ar_sc_Meditron.wav,11,112_1b1_Ar_sc_Meditron_cycle_11.wav,1507,15.07,57080,67080,14.27,16.77,2.5,4000,25.0,10.0,71.99,199.32
817,112_1b1_Ar_sc_Meditron.wav,12,112_1b1_Ar_sc_Meditron_cycle_12.wav,1622,16.22,61680,71680,15.42,17.92,2.5,4000,25.0,10.0,71.99,144.12
818,112_1b1_Ar_sc_Meditron.wav,13,112_1b1_Ar_sc_Meditron_cycle_13.wav,1722,17.22,65680,75680,16.42,18.92,2.5,4000,25.0,10.0,71.99,203.71
819,112_1b1_Ar_sc_Meditron.wav,14,112_1b1_Ar_sc_Meditron_cycle_14.wav,1834,18.34,70160,80160,17.54,20.04,2.5,4000,25.0,10.0,71.99,462.24
820,112_1b1_Ar_sc_Meditron.wav,15,112_1b1_Ar_sc_Meditron_cycle_15.wav,1949,19.49,74760,84760,18.69,21.19,2.5,4000,25.0,10.0,71.99,193.37
821,112_1b1_Ar_sc_Meditron.wav,16,112_1b1_Ar_sc_Meditron_cycle_16.wav,2121,21.21,81640,91640,20.41,22.91,2.5,4000,25.0,10.0,71.99,243.25
822,112_1b1_Ar_sc_Meditron.wav,17,112_1b1_Ar_sc_Meditron_cycle_17.wav,2258,22.58,87120,97120,21.78,24.28,2.5,4000,25.0,10.0,71.99,149.6
823,112_1b1_Ar_sc_Meditron.wav,18,112_1b1_Ar_sc_Meditron_cycle_18.wav,2377,23.77,91880,101880,22.97,25.47,2.5,4000,25.0,10.0,71.99,157.25
824,112_1b1_Ar_sc_Meditron.wav,19,112_1b1_Ar_sc_Meditron_cycle_19.wav,2533,25.33,98120,108120,24.53,27.03,2.5,4000,25.0,10.0,71.99,234.8
825,112_1b1_Ar_sc_Meditron.wav,20,112_1b1_Ar_sc_Meditron_cycle_20.wav,2658,26.58,103120,113120,25.78,28.28,2.5,4000,25.0,10.0,71.99,145.61
826,112_1b1_Ar_sc_Meditron.wav,21,112_1b1_Ar_sc_Meditron_cycle_21.wav,2767,27.67,107480,117480,26.87,29.37,2.5,4000,25.0,10.0,71.99,325.2
827,112_1b1_Ar_sc_Meditron.wav,22,112_1b1_Ar_sc_Meditron_cycle_22.wav,2926,29.26,113840,123840,28.46,30.96,2.5,4000,25.0,10.0,71.99,665.04
828,112_1b1_Ar_sc_Meditron.wav,23,112_1b1_Ar_sc_Meditron_cycle_23.wav,3095,30.95,120600,130600,30.15,32.65,2.5,4000,25.0,10.0,71.99,188.36
829,112_1b1_Ar_sc_Meditron.wav,24,112_1b1_Ar_sc_Meditron_cycle_24.wav,3251,32.51,126840,136840,31.71,34.21,2.5,4000,25.0,10.0,71.99,173.75
830,112_1b1_Ar_sc_Meditron.wav,25,112_1b1_Ar_sc_Meditron_cycle_25.wav,3436,34.36,134240,144240,33.56,36.06,2.5,4000,25.0,10.0,71.99,309.81
831,112_1b1_Ar_sc_Meditron.wav,26,112_1b1_Ar_sc_Meditron_cycle_26.wav,3595,35.95,140600,150600,35.15,37.65,2.5,4000,25.0,10.0,71.99,301.59
832,112_1b1_Ar_sc_Meditron.wav,27,112_1b1_Ar_sc_Meditron_cycle_27.wav,3752,37.52,146880,156880,36.72,39.22,2.5,4000,25.0,10.0,71.99,242.48
833,112_1b1_Ar_sc_Meditron.wav,28,112_1b1_Ar_sc_Meditron_cycle_28.wav,3942,39.42,154480,164480,38.62,41.12,2.5,4000,25.0,10.0,71.99,221.58
834,112_1b1_Ar_sc_Meditron.wav,29,112_1b1_Ar_sc_Meditron_cycle_29.wav,4119,41.19,161560,171560,40.39,42.89,2.5,4000,25.0,10.0,71.99,195.06
835,112_1b1_Ar_sc_Meditron.wav,30,112_1b1_Ar_sc_Meditron_cycle_30.wav,4235,42.35,166200,176200,41.55,44.05,2.5,4000,25.0,10.0,71.99,143.38
836,112_1b1_Ar_sc_Meditron.wav,31,112_1b1_Ar_sc_Meditron_cycle_31.wav,4341,43.41,170440,180440,42.61,45.11,2.5,4000,25.0,10.0,71.99,167.16
837,112_1b1_Ar_sc_Meditron.wav,32,112_1b1_Ar_sc_Meditron_cycle_32.wav,4485,44.85,176200,186200,44.05,46.55,2.5,4000,25.0,10.0,71.99,367.35
838,112_1b1_Ar_sc_Meditron.wav,33,112_1b1_Ar_sc_Meditron_cycle_33.wav,4626,46.26,181840,191840,45.46,47.96,2.5,4000,25.0,10.0,71.99,692.1
839,112_1b1_Ar_sc_Meditron.wav,34,112_1b1_Ar_sc_Meditron_cycle_34.wav,4792,47.92,188480,198480,47.12,49.62,2.5,4000,25.0,10.0,71.99,275.72
840,112_1b1_Ar_sc_Meditron.wav,35,112_1b1_Ar_sc_Meditron_cycle_35.wav,4938,49.38,194320,204320,48.58,51.08,2.5,4000,25.0,10.0,71.99,142.73
841,112_1b1_Ar_sc_Meditron.wav,36,112_1b1_Ar_sc_Meditron_cycle_36.wav,5042,50.42,198480,208480,49.62,52.12,2.5,4000,25.0,10.0,71.99,176.63
842,112_1b1_Ar_sc_Meditron.wav,37,112_1b1_Ar_sc_Meditron_cycle_37.wav,5189,51.89,204360,214360,51.09,53.59,2.5,4000,25.0,10.0,71.99,159.73
843,112_1b1_Ar_sc_Meditron.wav,38,112_1b1_Ar_sc_Meditron_cycle_38.wav,5385,53.85,212200,222200,53.05,55.55,2.5,4000,25.0,10.0,71.99,252.19
844,112_1b1_Ar_sc_Meditron.wav,39,112_1b1_Ar_sc_Meditron_cycle_39.wav,5567,55.67,219480,229480,54.87,57.37,2.5,4000,25.0,10.0,71.99,187.77
845,112_1b1_Ar_sc_Meditron.wav,40,112_1b1_Ar_sc_Meditron_cycle_40.wav,5730,57.3,226000,236000,56.5,59.0,2.5,4000,25.0,10.0,71.99,253.79
846,112_1b1_Ar_sc_Meditron.wav,41,112_1b1_Ar_sc_Meditron_cycle_41.wav,5933,59.33,234120,244120,58.53,61.03,2.5,4000,25.0,10.0,71.99,166.52
847,112_1b1_Ar_sc_Meditron.wav,42,112_1b1_Ar_sc_Meditron_cycle_42.wav,6033,60.33,238120,248120,59.53,62.03,2.5,4000,25.0,10.0,71.99,183.62
848,112_1b1_Ar_sc_Meditron.wav,43,112_1b1_Ar_sc_Meditron_cycle_43.wav,6173,61.73,243720,253720,60.93,63.43,2.5,4000,25.0,10.0,71.99,126.62
849,112_1b1_Ar_sc_Meditron.wav,44,112_1b1_Ar_sc_Meditron_cycle_44.wav,6300,63.0,248800,258800,62.2,64.7,2.5,4000,25.0,10.0,71.99,174.34
850,112_1b1_Ar_sc_Meditron.wav,45,112_1b1_Ar_sc_Meditron_cycle_45.wav,6432,64.32,254080,264080,63.52,66.02,2.5,4000,25.0,10.0,71.99,355.31
851,112_1b1_Ar_sc_Meditron.wav,46,112_1b1_Ar_sc_Meditron_cycle_46.wav,6562,65.62,259280,269280,64.82,67.32,2.5,4000,25.0,10.0,71.99,273.15
852,112_1b1_Lr_sc_Meditron.wav,1,112_1b1_Lr_sc_Meditron_cycle_1.wav,141,1.41,2440,12440,0.61,3.11,2.5,4000,25.0,10.0,68.77,297.33
853,112_1b1_Lr_sc_Meditron.wav,2,112_1b1_Lr_sc_Meditron_cycle_2.wav,261,2.61,7240,17240,1.81,4.31,2.5,4000,25.0,10.0,68.77,214.3
854,112_1b1_Lr_sc_Meditron.wav,3,112_1b1_Lr_sc_Meditron_cycle_3.wav,387,3.87,12280,22280,3.07,5.57,2.5,4000,25.0,10.0,68.77,91.0
855,112_1b1_Lr_sc_Meditron.wav,4,112_1b1_Lr_sc_Meditron_cycle_4.wav,510,5.1,17200,27200,4.3,6.8,2.5,4000,25.0,10.0,68.77,283.98
856,112_1b1_Lr_sc_Meditron.wav,5,112_1b1_Lr_sc_Meditron_cycle_5.wav,636,6.36,22240,32240,5.56,8.06,2.5,4000,25.0,10.0,68.77,141.94
857,112_1b1_Lr_sc_Meditron.wav,6,112_1b1_Lr_sc_Meditron_cycle_6.wav,757,7.57,27080,37080,6.77,9.27,2.5,4000,25.0,10.0,68.77,192.86
858,112_1b1_Lr_sc_Meditron.wav,7,112_1b1_Lr_sc_Meditron_cycle_7.wav,874,8.74,31760,41760,7.94,10.44,2.5,4000,25.0,10.0,68.77,191.03
859,112_1b1_Lr_sc_Meditron.wav,8,112_1b1_Lr_sc_Meditron_cycle_8.wav,1020,10.2,37600,47600,9.4,11.9,2.5,4000,25.0,10.0,68.77,188.85
860,112_1b1_Lr_sc_Meditron.wav,9,112_1b1_Lr_sc_Meditron_cycle_9.wav,1130,11.3,42000,52000,10.5,13.0,2.5,4000,25.0,10.0,68.77,98.45
861,112_1b1_Lr_sc_Meditron.wav,10,112_1b1_Lr_sc_Meditron_cycle_10.wav,1246,12.46,46640,56640,11.66,14.16,2.5,4000,25.0,10.0,68.77,169.24
862,112_1b1_Lr_sc_Meditron.wav,11,112_1b1_Lr_sc_Meditron_cycle_11.wav,1410,14.1,53200,63200,13.3,15.8,2.5,4000,25.0,10.0,68.77,203.16
863,112_1b1_Lr_sc_Meditron.wav,12,112_1b1_Lr_sc_Meditron_cycle_12.wav,1601,16.01,60840,70840,15.21,17.71,2.5,4000,25.0,10.0,68.77,337.66
864,112_1b1_Lr_sc_Meditron.wav,13,112_1b1_Lr_sc_Meditron_cycle_13.wav,1707,17.07,65080,75080,16.27,18.77,2.5,4000,25.0,10.0,68.77,192.25
865,112_1b1_Lr_sc_Meditron.wav,14,112_1b1_Lr_sc_Meditron_cycle_14.wav,1881,18.81,72040,82040,18.01,20.51,2.5,4000,25.0,10.0,68.77,225.31
866,112_1b1_Lr_sc_Meditron.wav,15,112_1b1_Lr_sc_Meditron_cycle_15.wav,2022,20.22,77680,87680,19.42,21.92,2.5,4000,25.0,10.0,68.77,268.39
867,112_1b1_Lr_sc_Meditron.wav,16,112_1b1_Lr_sc_Meditron_cycle_16.wav,2122,21.22,81680,91680,20.42,22.92,2.5,4000,25.0,10.0,68.77,223.71
868,112_1b1_Lr_sc_Meditron.wav,17,112_1b1_Lr_sc_Meditron_cycle_17.wav,2240,22.4,86400,96400,21.6,24.1,2.5,4000,25.0,10.0,68.77,119.94
869,112_1b1_Lr_sc_Meditron.wav,18,112_1b1_Lr_sc_Meditron_cycle_18.wav,2349,23.49,90760,100760,22.69,25.19,2.5,4000,25.0,10.0,68.77,269.17
870,112_1b1_Lr_sc_Meditron.wav,19,112_1b1_Lr_sc_Meditron_cycle_19.wav,2453,24.53,94920,104920,23.73,26.23,2.5,4000,25.0,10.0,68.77,137.53
871,112_1b1_Lr_sc_Meditron.wav,20,112_1b1_Lr_sc_Meditron_cycle_20.wav,2616,26.16,101440,111440,25.36,27.86,2.5,4000,25.0,10.0,68.77,408.62
872,112_1b1_Lr_sc_Meditron.wav,21,112_1b1_Lr_sc_Meditron_cycle_21.wav,2722,27.22,105680,115680,26.42,28.92,2.5,4000,25.0,10.0,68.77,192.37
873,112_1b1_Lr_sc_Meditron.wav,22,112_1b1_Lr_sc_Meditron_cycle_22.wav,2882,28.82,112080,122080,28.02,30.52,2.5,4000,25.0,10.0,68.77,164.93
874,112_1b1_Lr_sc_Meditron.wav,23,112_1b1_Lr_sc_Meditron_cycle_23.wav,3014,30.14,117360,127360,29.34,31.84,2.5,4000,25.0,10.0,68.77,174.63
875,112_1b1_Lr_sc_Meditron.wav,24,112_1b1_Lr_sc_Meditron_cycle_24.wav,3125,31.25,121800,131800,30.45,32.95,2.5,4000,25.0,10.0,68.77,191.83
876,112_1p1_Ll_sc_Litt3200.wav,1,112_1p1_Ll_sc_Litt3200_cycle_1.wav,150,1.5,2800,12800,0.7,3.2,2.5,4000,25.0,10.0,50.25,76.5
877,112_1p1_Ll_sc_Litt3200.wav,2,112_1p1_Ll_sc_Litt3200_cycle_2.wav,291,2.91,8440,18440,2.11,4.61,2.5,4000,25.0,10.0,50.25,179.66
878,112_1p1_Ll_sc_Litt3200.wav,3,112_1p1_Ll_sc_Litt3200_cycle_3.wav,402,4.02,12880,22880,3.22,5.72,2.5,4000,25.0,10.0,50.25,76.46
879,112_1p1_Ll_sc_Litt3200.wav,4,112_1p1_Ll_sc_Litt3200_cycle_4.wav,548,5.48,18720,28720,4.68,7.18,2.5,4000,25.0,10.0,50.25,101.05
880,112_1p1_Ll_sc_Litt3200.wav,5,112_1p1_Ll_sc_Litt3200_cycle_5.wav,662,6.62,23280,33280,5.82,8.32,2.5,4000,25.0,10.0,50.25,66.58
881,112_1p1_Ll_sc_Litt3200.wav,6,112_1p1_Ll_sc_Litt3200_cycle_6.wav,765,7.65,27400,37400,6.85,9.35,2.5,4000,25.0,10.0,50.25,135.48
882,112_1p1_Ll_sc_Litt3200.wav,7,112_1p1_Ll_sc_Litt3200_cycle_7.wav,888,8.88,32320,42320,8.08,10.58,2.5,4000,25.0,10.0,50.25,368.29
883,112_1p1_Ll_sc_Litt3200.wav,8,112_1p1_Ll_sc_Litt3200_cycle_8.wav,1025,10.25,37800,47800,9.45,11.95,2.5,4000,25.0,10.0,50.25,258.6
884,112_1p1_Ll_sc_Litt3200.wav,9,112_1p1_Ll_sc_Litt3200_cycle_9.wav,1156,11.56,43040,53040,10.76,13.26,2.5,4000,25.0,10.0,50.25,142.42
885,112_1p1_Ll_sc_Litt3200.wav,10,112_1p1_Ll_sc_Litt3200_cycle_10.wav,1320,13.2,49600,59600,12.4,14.9,2.5,4000,25.0,10.0,50.25,101.03
886,112_1p1_Ll_sc_Litt3200.wav,11,112_1p1_Ll_sc_Litt3200_cycle_11.wav,1464,14.64,55360,65360,13.84,16.34,2.5,4000,25.0,10.0,50.25,123.3
887,112_1p1_Ll_sc_Litt3200.wav,12,112_1p1_Ll_sc_Litt3200_cycle_12.wav,1593,15.93,60520,70520,15.13,17.63,2.5,4000,25.0,10.0,50.25,109.34
888,112_1p1_Ll_sc_Litt3200.wav,13,112_1p1_Ll_sc_Litt3200_cycle_13.wav,1719,17.19,65560,75560,16.39,18.89,2.5,4000,25.0,10.0,50.25,129.01
889,112_1p1_Ll_sc_Litt3200.wav,14,112_1p1_Ll_sc_Litt3200_cycle_14.wav,1906,19.06,73040,83040,18.26,20.76,2.5,4000,25.0,10.0,50.25,76.1
890,112_1p1_Ll_sc_Litt3200.wav,15,112_1p1_Ll_sc_Litt3200_cycle_15.wav,2030,20.3,78000,88000,19.5,22.0,2.5,4000,25.0,10.0,50.25,103.99
891,112_1p1_Ll_sc_Litt3200.wav,16,112_1p1_Ll_sc_Litt3200_cycle_16.wav,2154,21.54,82960,92960,20.74,23.24,2.5,4000,25.0,10.0,50.25,104.7
892,112_1p1_Ll_sc_Litt3200.wav,17,112_1p1_Ll_sc_Litt3200_cycle_17.wav,2301,23.01,88840,98840,22.21,24.71,2.5,4000,25.0,10.0,50.25,151.94
893,112_1p1_Ll_sc_Litt3200.wav,18,112_1p1_Ll_sc_Litt3200_cycle_18.wav,2491,24.91,96440,106440,24.11,26.61,2.5,4000,25.0,10.0,50.25,141.88
894,112_1p1_Ll_sc_Litt3200.wav,19,112_1p1_Ll_sc_Litt3200_cycle_19.wav,2593,25.93,100520,110520,25.13,27.63,2.5,4000,25.0,10.0,50.25,90.57
895,112_1p1_Pl_sc_Litt3200.wav,1,112_1p1_Pl_sc_Litt3200_cycle_1.wav,266,2.66,7440,17440,1.86,4.36,2.5,4000,25.0,10.0,61.98,175.63
896,112_1p1_Pl_sc_Litt3200.wav,2,112_1p1_Pl_sc_Litt3200_cycle_2.wav,515,5.15,17400,27400,4.35,6.85,2.5,4000,25.0,10.0,61.98,83.42
897,112_1p1_Pl_sc_Litt3200.wav,3,112_1p1_Pl_sc_Litt3200_cycle_3.wav,636,6.36,22240,32240,5.56,8.06,2.5,4000,25.0,10.0,61.98,114.57
898,112_1p1_Pl_sc_Litt3200.wav,4,112_1p1_Pl_sc_Litt3200_cycle_4.wav,790,7.9,28400,38400,7.1,9.6,2.5,4000,25.0,10.0,61.98,266.54
899,112_1p1_Pl_sc_Litt3200.wav,5,112_1p1_Pl_sc_Litt3200_cycle_5.wav,918,9.18,33520,43520,8.38,10.88,2.5,4000,25.0,10.0,61.98,137.1
900,112_1p1_Pl_sc_Litt3200.wav,6,112_1p1_Pl_sc_Litt3200_cycle_6.wav,1035,10.35,38200,48200,9.55,12.05,2.5,4000,25.0,10.0,61.98,221.91
901,112_1p1_Pl_sc_Litt3200.wav,7,112_1p1_Pl_sc_Litt3200_cycle_7.wav,1137,11.37,42280,52280,10.57,13.07,2.5,4000,25.0,10.0,61.98,144.52
902,112_1p1_Pl_sc_Litt3200.wav,8,112_1p1_Pl_sc_Litt3200_cycle_8.wav,1283,12.83,48120,58120,12.03,14.53,2.5,4000,25.0,10.0,61.98,302.41
