original_file,annotation_file,segment_file,segment_path,segment_id,start_s,end_s,duration_s,label,crackles,wheezes,sample_rate,num_samples
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0000_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0000_normal.wav,0,1.0984,3.6079,2.5095,normal,0,0,4000,10038
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0001_normal.wav,1,3.6079,5.6656,2.0575,normal,0,0,4000,8230
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0002_normal.wav,2,5.6656,7.7719,2.1065,normal,0,0,4000,8426
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0003_normal.wav,3,7.7719,10.142,2.37,normal,0,0,4000,9480
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0004_normal.wav,4,10.142,12.27,2.128,normal,0,0,4000,8512
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0005_normal.wav,5,12.27,14.508,2.238,normal,0,0,4000,8952
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0006_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0006_normal.wav,6,14.508,16.308,1.8,normal,0,0,4000,7200
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0007_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0007_normal.wav,7,16.308,18.185,1.877,normal,0,0,4000,7508
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0008_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0008_normal.wav,8,18.185,20.167,1.982,normal,0,0,4000,7928
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0009_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0009_normal.wav,9,20.167,22.266,2.099,normal,0,0,4000,8396
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0010_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0010_normal.wav,10,22.266,24.004,1.738,normal,0,0,4000,6952
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0011_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0011_normal.wav,11,24.004,26.152,2.148,normal,0,0,4000,8592
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0012_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0012_normal.wav,12,26.152,27.98,1.828,normal,0,0,4000,7312
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0013_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0013_normal.wav,13,27.98,30.26,2.28,normal,0,0,4000,9120
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0014_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0014_normal.wav,14,30.26,33.131,2.871,normal,0,0,4000,11484
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0015_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0015_normal.wav,15,33.131,35.606,2.475,normal,0,0,4000,9900
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0016_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0016_normal.wav,16,35.606,37.65,2.044,normal,0,0,4000,8176
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0017_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0017_normal.wav,17,37.65,39.77,2.12,normal,0,0,4000,8480
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0018_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0018_normal.wav,18,39.77,45.151,5.381,normal,0,0,4000,21524
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0019_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0019_normal.wav,19,45.151,48.967,3.816,normal,0,0,4000,15264
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0020_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0020_normal.wav,20,48.967,52.784,3.817,normal,0,0,4000,15268
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0021_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0021_normal.wav,21,52.784,56.037,3.253,normal,0,0,4000,13012
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0022_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0022_normal.wav,22,56.037,59.36,3.323,normal,0,0,4000,13292
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0023_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0023_normal.wav,23,59.36,62.425,3.065,normal,0,0,4000,12260
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0024_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0024_normal.wav,24,62.425,64.615,2.19,normal,0,0,4000,8760
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0025_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0025_normal.wav,25,64.615,66.388,1.773,normal,0,0,4000,7092
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0026_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0026_normal.wav,26,66.388,67.931,1.543,normal,0,0,4000,6172
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0027_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0027_normal.wav,27,67.931,69.683,1.752,normal,0,0,4000,7008
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0028_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0028_normal.wav,28,69.683,74.021,4.338,normal,0,0,4000,17352
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0029_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0029_normal.wav,29,74.021,77.191,3.17,normal,0,0,4000,12680
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0030_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0030_normal.wav,30,77.191,80.527,3.336,normal,0,0,4000,13344
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0031_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0031_normal.wav,31,80.527,84.365,3.838,normal,0,0,4000,15352
120_1b1_Lr_sc_Meditron.wav,120_1b1_Lr_sc_Meditron.txt,120_1b1_Lr_sc_Meditron_seg_0032_normal.wav,segments_wav\annotation\120_1b1_Lr_sc_Meditron_seg_0032_normal.wav,32,84.365,86.2,1.835,normal,0,0,4000,7340
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0000_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0000_normal.wav,0,2.8917,5.6855,2.79375,normal,0,0,4000,11175
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0001_normal.wav,1,5.6855,8.0663,2.38075,normal,0,0,4000,9523
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0002_normal.wav,2,8.0663,10.643,2.57675,normal,0,0,4000,10307
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0003_normal.wav,3,10.643,12.86,2.217,normal,0,0,4000,8868
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0004_normal.wav,4,12.86,15.295,2.435,normal,0,0,4000,9740
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0005_normal.wav,5,15.295,17.861,2.566,normal,0,0,4000,10264
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0006_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0006_normal.wav,6,17.861,20.492,2.631,normal,0,0,4000,10524
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0007_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0007_normal.wav,7,20.492,22.786,2.294,normal,0,0,4000,9176
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0008_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0008_normal.wav,8,22.786,25.155,2.369,normal,0,0,4000,9476
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0009_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0009_normal.wav,9,25.155,27.471,2.316,normal,0,0,4000,9264
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0010_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0010_normal.wav,10,27.471,29.852,2.381,normal,0,0,4000,9524
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0011_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0011_normal.wav,11,29.852,32.015,2.163,normal,0,0,4000,8652
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0012_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0012_normal.wav,12,32.015,35.863,3.848,normal,0,0,4000,15392
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0013_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0013_normal.wav,13,35.863,38.288,2.425,normal,0,0,4000,9700
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0014_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0014_normal.wav,14,38.288,40.984,2.696,normal,0,0,4000,10784
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0015_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0015_crackles.wav,15,40.984,42.766,1.782,crackles,1,0,4000,7128
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0016_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0016_crackles.wav,16,42.766,44.875,2.109,crackles,1,0,4000,8436
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0017_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0017_crackles.wav,17,44.875,46.495,1.62,crackles,1,0,4000,6480
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0018_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0018_crackles.wav,18,46.495,48.213,1.718,crackles,1,0,4000,6872
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0019_normal.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0019_normal.wav,19,48.213,50.072,1.859,normal,0,0,4000,7436
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0020_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0020_crackles.wav,20,50.072,52.126,2.054,crackles,1,0,4000,8216
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0021_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0021_crackles.wav,21,52.126,53.713,1.587,crackles,1,0,4000,6348
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0022_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0022_crackles.wav,22,53.713,55.594,1.881,crackles,1,0,4000,7524
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0023_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0023_crackles.wav,23,55.594,57.333,1.739,crackles,1,0,4000,6956
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0024_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0024_crackles.wav,24,57.333,58.964,1.631,crackles,1,0,4000,6524
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0025_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0025_crackles.wav,25,58.964,60.671,1.707,crackles,1,0,4000,6828
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0026_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0026_crackles.wav,26,60.671,62.236,1.565,crackles,1,0,4000,6260
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0027_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0027_crackles.wav,27,62.236,63.943,1.707,crackles,1,0,4000,6828
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0028_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0028_crackles.wav,28,63.943,65.519,1.576,crackles,1,0,4000,6304
120_1b1_Pl_sc_Meditron.wav,120_1b1_Pl_sc_Meditron.txt,120_1b1_Pl_sc_Meditron_seg_0029_crackles.wav,segments_wav\annotation\120_1b1_Pl_sc_Meditron_seg_0029_crackles.wav,29,65.519,67.4,1.881,crackles,1,0,4000,7524
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0000_crackles.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0000_crackles.wav,0,3.245,5.7073,2.46225,crackles,1,0,4000,9849
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0001_normal.wav,1,5.7073,8.2619,2.55475,normal,0,0,4000,10219
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0002_normal.wav,2,8.2619,10.784,2.522,normal,0,0,4000,10088
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0003_normal.wav,3,10.784,13.105,2.321,normal,0,0,4000,9284
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0004_normal.wav,4,13.105,15.431,2.326,normal,0,0,4000,9304
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0005_normal.wav,5,15.431,18.198,2.767,normal,0,0,4000,11068
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0006_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0006_normal.wav,6,18.198,20.144,1.946,normal,0,0,4000,7784
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0007_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0007_normal.wav,7,20.144,22.726,2.582,normal,0,0,4000,10328
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0008_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0008_normal.wav,8,22.726,24.927,2.201,normal,0,0,4000,8804
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0009_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0009_normal.wav,9,24.927,29.64,4.713,normal,0,0,4000,18852
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0010_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0010_normal.wav,10,29.64,33.292,3.652,normal,0,0,4000,14608
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0011_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0011_normal.wav,11,33.292,37.923,4.631,normal,0,0,4000,18524
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0012_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0012_normal.wav,12,37.923,41.011,3.088,normal,0,0,4000,12352
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0013_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0013_normal.wav,13,41.011,43.62,2.609,normal,0,0,4000,10436
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0014_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0014_normal.wav,14,43.62,45.75,2.13,normal,0,0,4000,8520
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0015_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0015_normal.wav,15,45.75,49.082,3.332,normal,0,0,4000,13328
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0016_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0016_normal.wav,16,49.082,53.735,4.653,normal,0,0,4000,18612
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0017_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0017_normal.wav,17,53.735,57.214,3.479,normal,0,0,4000,13916
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0018_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0018_normal.wav,18,57.214,62.388,5.174,normal,0,0,4000,20696
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0019_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0019_normal.wav,19,62.388,65.65,3.262,normal,0,0,4000,13048
120_1b1_Pr_sc_Meditron.wav,120_1b1_Pr_sc_Meditron.txt,120_1b1_Pr_sc_Meditron_seg_0020_normal.wav,segments_wav\annotation\120_1b1_Pr_sc_Meditron_seg_0020_normal.wav,20,65.65,67.4,1.75,normal,0,0,4000,7000
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0000_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0000_normal.wav,0,0.007,2.064,2.056984126984127,normal,0,0,44100,90713
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0001_normal.wav,1,2.064,5.921,3.8570068027210884,normal,0,0,44100,170094
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0002_normal.wav,2,5.921,10.107,4.1860090702947845,normal,0,0,44100,184603
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0003_normal.wav,3,10.107,14.493,4.385986394557823,normal,0,0,44100,193422
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0004_normal.wav,4,14.493,18.893,4.4,normal,0,0,44100,194040
121_1b1_Tc_sc_Meditron.wav,121_1b1_Tc_sc_Meditron.txt,121_1b1_Tc_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\121_1b1_Tc_sc_Meditron_seg_0005_normal.wav,5,18.893,19.979,1.0860090702947847,normal,0,0,44100,47893
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0000_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0000_normal.wav,0,0.036,1.907,1.8709977324263039,normal,0,0,44100,82511
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0001_normal.wav,1,1.907,4.521,2.6139909297052153,normal,0,0,44100,115277
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0002_normal.wav,2,4.521,7.193,2.671995464852608,normal,0,0,44100,117835
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0003_normal.wav,3,7.193,9.75,2.5570068027210886,normal,0,0,44100,112764
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0004_normal.wav,4,9.75,12.407,2.6570068027210882,normal,0,0,44100,117174
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0005_normal.wav,5,12.407,15.079,2.671995464852608,normal,0,0,44100,117835
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0006_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0006_normal.wav,6,15.079,17.521,2.441995464852608,normal,0,0,44100,107692
121_1p1_Tc_sc_Meditron.wav,121_1p1_Tc_sc_Meditron.txt,121_1p1_Tc_sc_Meditron_seg_0007_normal.wav,segments_wav\annotation\121_1p1_Tc_sc_Meditron_seg_0007_normal.wav,7,17.521,19.95,2.429002267573696,normal,0,0,44100,107119
122_2b1_Al_mc_LittC2SE.wav,122_2b1_Al_mc_LittC2SE.txt,122_2b1_Al_mc_LittC2SE_seg_0000_normal.wav,segments_wav\annotation\122_2b1_Al_mc_LittC2SE_seg_0000_normal.wav,0,0.193,3.236,3.043015873015873,normal,0,0,44100,134197
