cycle_id,recording,cycle_in_recording,cycle_filename,peak_frame,peak_time_s,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,frame_ms,hop_ms,slope_threshold,peak_slope_value
890,112_1b1_Lr_sc_Meditron.wav,7,112_1b1_Lr_sc_Meditron_slope_cycle_7.wav,873,8.73,31720,41720,7.93,10.43,2.5,4000,25.0,10.0,11.66,143.97
891,112_1b1_Lr_sc_Meditron.wav,8,112_1b1_Lr_sc_Meditron_slope_cycle_8.wav,994,9.94,36560,46560,9.14,11.64,2.5,4000,25.0,10.0,11.66,96.03
892,112_1b1_Lr_sc_Meditron.wav,9,112_1b1_Lr_sc_Meditron_slope_cycle_9.wav,1129,11.29,41960,51960,10.49,12.99,2.5,4000,25.0,10.0,11.66,65.32
893,112_1b1_Lr_sc_Meditron.wav,10,112_1b1_Lr_sc_Meditron_slope_cycle_10.wav,1245,12.45,46600,56600,11.65,14.15,2.5,4000,25.0,10.0,11.66,114.61
894,112_1b1_Lr_sc_Meditron.wav,11,112_1b1_Lr_sc_Meditron_slope_cycle_11.wav,1383,13.83,52120,62120,13.03,15.53,2.5,4000,25.0,10.0,11.66,101.69
895,112_1b1_Lr_sc_Meditron.wav,12,112_1b1_Lr_sc_Meditron_slope_cycle_12.wav,1494,14.94,56560,66560,14.14,16.64,2.5,4000,25.0,10.0,11.66,65.51
896,112_1b1_Lr_sc_Meditron.wav,13,112_1b1_Lr_sc_Meditron_slope_cycle_13.wav,1600,16.0,60800,70800,15.2,17.7,2.5,4000,25.0,10.0,11.66,213.11
897,112_1b1_Lr_sc_Meditron.wav,14,112_1b1_Lr_sc_Meditron_slope_cycle_14.wav,1706,17.06,65040,75040,16.26,18.76,2.5,4000,25.0,10.0,11.66,138.85
898,112_1b1_Lr_sc_Meditron.wav,15,112_1b1_Lr_sc_Meditron_slope_cycle_15.wav,1901,19.01,72840,82840,18.21,20.71,2.5,4000,25.0,10.0,11.66,119.87
899,112_1b1_Lr_sc_Meditron.wav,16,112_1b1_Lr_sc_Meditron_slope_cycle_16.wav,2021,20.21,77640,87640,19.41,21.91,2.5,4000,25.0,10.0,11.66,168.89
900,112_1b1_Lr_sc_Meditron.wav,17,112_1b1_Lr_sc_Meditron_slope_cycle_17.wav,2195,21.95,84600,94600,21.15,23.65,2.5,4000,25.0,10.0,11.66,113.92
901,112_1b1_Lr_sc_Meditron.wav,18,112_1b1_Lr_sc_Meditron_slope_cycle_18.wav,2348,23.48,90720,100720,22.68,25.18,2.5,4000,25.0,10.0,11.66,137.96
902,112_1b1_Lr_sc_Meditron.wav,19,112_1b1_Lr_sc_Meditron_slope_cycle_19.wav,2495,24.95,96600,106600,24.15,26.65,2.5,4000,25.0,10.0,11.66,69.96
903,112_1b1_Lr_sc_Meditron.wav,20,112_1b1_Lr_sc_Meditron_slope_cycle_20.wav,2614,26.14,101360,111360,25.34,27.84,2.5,4000,25.0,10.0,11.66,309.74
904,112_1b1_Lr_sc_Meditron.wav,21,112_1b1_Lr_sc_Meditron_slope_cycle_21.wav,2721,27.21,105640,115640,26.41,28.91,2.5,4000,25.0,10.0,11.66,112.91
905,112_1b1_Lr_sc_Meditron.wav,22,112_1b1_Lr_sc_Meditron_slope_cycle_22.wav,2894,28.94,112560,122560,28.14,30.64,2.5,4000,25.0,10.0,11.66,95.5
906,112_1b1_Lr_sc_Meditron.wav,23,112_1b1_Lr_sc_Meditron_slope_cycle_23.wav,3094,30.94,120560,130560,30.14,32.64,2.5,4000,25.0,10.0,11.66,121.54
907,112_1p1_Ll_sc_Litt3200.wav,1,112_1p1_Ll_sc_Litt3200_slope_cycle_1.wav,164,1.64,3360,13360,0.84,3.34,2.5,4000,25.0,10.0,12.12,41.19
908,112_1p1_Ll_sc_Litt3200.wav,2,112_1p1_Ll_sc_Litt3200_slope_cycle_2.wav,290,2.9,8400,18400,2.1,4.6,2.5,4000,25.0,10.0,12.12,98.27
909,112_1p1_Ll_sc_Litt3200.wav,3,112_1p1_Ll_sc_Litt3200_slope_cycle_3.wav,414,4.14,13360,23360,3.34,5.84,2.5,4000,25.0,10.0,12.12,38.71
910,112_1p1_Ll_sc_Litt3200.wav,4,112_1p1_Ll_sc_Litt3200_slope_cycle_4.wav,547,5.47,18680,28680,4.67,7.17,2.5,4000,25.0,10.0,12.12,55.12
911,112_1p1_Ll_sc_Litt3200.wav,5,112_1p1_Ll_sc_Litt3200_slope_cycle_5.wav,663,6.63,23320,33320,5.83,8.33,2.5,4000,25.0,10.0,12.12,26.01
912,112_1p1_Ll_sc_Litt3200.wav,6,112_1p1_Ll_sc_Litt3200_slope_cycle_6.wav,764,7.64,27360,37360,6.84,9.34,2.5,4000,25.0,10.0,12.12,83.59
913,112_1p1_Ll_sc_Litt3200.wav,7,112_1p1_Ll_sc_Litt3200_slope_cycle_7.wav,887,8.87,32280,42280,8.07,10.57,2.5,4000,25.0,10.0,12.12,108.37
914,112_1p1_Ll_sc_Litt3200.wav,8,112_1p1_Ll_sc_Litt3200_slope_cycle_8.wav,1024,10.24,37760,47760,9.44,11.94,2.5,4000,25.0,10.0,12.12,184.03
915,112_1p1_Ll_sc_Litt3200.wav,9,112_1p1_Ll_sc_Litt3200_slope_cycle_9.wav,1155,11.55,43000,53000,10.75,13.25,2.5,4000,25.0,10.0,12.12,88.6
916,112_1p1_Ll_sc_Litt3200.wav,10,112_1p1_Ll_sc_Litt3200_slope_cycle_10.wav,1304,13.04,48960,58960,12.24,14.74,2.5,4000,25.0,10.0,12.12,50.71
917,112_1p1_Ll_sc_Litt3200.wav,11,112_1p1_Ll_sc_Litt3200_slope_cycle_11.wav,1463,14.63,55320,65320,13.83,16.33,2.5,4000,25.0,10.0,12.12,52.78
918,112_1p1_Ll_sc_Litt3200.wav,12,112_1p1_Ll_sc_Litt3200_slope_cycle_12.wav,1592,15.92,60480,70480,15.12,17.62,2.5,4000,25.0,10.0,12.12,45.1
919,112_1p1_Ll_sc_Litt3200.wav,13,112_1p1_Ll_sc_Litt3200_slope_cycle_13.wav,1718,17.18,65520,75520,16.38,18.88,2.5,4000,25.0,10.0,12.12,69.33
920,112_1p1_Ll_sc_Litt3200.wav,14,112_1p1_Ll_sc_Litt3200_slope_cycle_14.wav,1839,18.39,70360,80360,17.59,20.09,2.5,4000,25.0,10.0,12.12,43.66
921,112_1p1_Ll_sc_Litt3200.wav,15,112_1p1_Ll_sc_Litt3200_slope_cycle_15.wav,2029,20.29,77960,87960,19.49,21.99,2.5,4000,25.0,10.0,12.12,66.9
922,112_1p1_Ll_sc_Litt3200.wav,16,112_1p1_Ll_sc_Litt3200_slope_cycle_16.wav,2153,21.53,82920,92920,20.73,23.23,2.5,4000,25.0,10.0,12.12,67.41
923,112_1p1_Ll_sc_Litt3200.wav,17,112_1p1_Ll_sc_Litt3200_slope_cycle_17.wav,2300,23.0,88800,98800,22.2,24.7,2.5,4000,25.0,10.0,12.12,75.1
924,112_1p1_Ll_sc_Litt3200.wav,18,112_1p1_Ll_sc_Litt3200_slope_cycle_18.wav,2490,24.9,96400,106400,24.1,26.6,2.5,4000,25.0,10.0,12.12,98.62
925,112_1p1_Ll_sc_Litt3200.wav,19,112_1p1_Ll_sc_Litt3200_slope_cycle_19.wav,2592,25.92,100480,110480,25.12,27.62,2.5,4000,25.0,10.0,12.12,48.67
926,112_1p1_Pl_sc_Litt3200.wav,1,112_1p1_Pl_sc_Litt3200_slope_cycle_1.wav,216,2.16,5440,15440,1.36,3.86,2.5,4000,25.0,10.0,12.08,108.05
927,112_1p1_Pl_sc_Litt3200.wav,2,112_1p1_Pl_sc_Litt3200_slope_cycle_2.wav,341,3.41,10440,20440,2.61,5.11,2.5,4000,25.0,10.0,12.08,32.38
928,112_1p1_Pl_sc_Litt3200.wav,3,112_1p1_Pl_sc_Litt3200_slope_cycle_3.wav,451,4.51,14840,24840,3.71,6.21,2.5,4000,25.0,10.0,12.08,53.63
929,112_1p1_Pl_sc_Litt3200.wav,4,112_1p1_Pl_sc_Litt3200_slope_cycle_4.wav,635,6.35,22200,32200,5.55,8.05,2.5,4000,25.0,10.0,12.08,65.65
930,112_1p1_Pl_sc_Litt3200.wav,5,112_1p1_Pl_sc_Litt3200_slope_cycle_5.wav,754,7.54,26960,36960,6.74,9.24,2.5,4000,25.0,10.0,12.08,93.83
931,112_1p1_Pl_sc_Litt3200.wav,6,112_1p1_Pl_sc_Litt3200_slope_cycle_6.wav,876,8.76,31840,41840,7.96,10.46,2.5,4000,25.0,10.0,12.08,123.6
932,112_1p1_Pl_sc_Litt3200.wav,7,112_1p1_Pl_sc_Litt3200_slope_cycle_7.wav,1034,10.34,38160,48160,9.54,12.04,2.5,4000,25.0,10.0,12.08,111.49
933,112_1p1_Pl_sc_Litt3200.wav,8,112_1p1_Pl_sc_Litt3200_slope_cycle_8.wav,1158,11.58,43120,53120,10.78,13.28,2.5,4000,25.0,10.0,12.08,64.29
934,112_1p1_Pl_sc_Litt3200.wav,9,112_1p1_Pl_sc_Litt3200_slope_cycle_9.wav,1282,12.82,48080,58080,12.02,14.52,2.5,4000,25.0,10.0,12.08,216.49
935,112_1p1_Pl_sc_Litt3200.wav,10,112_1p1_Pl_sc_Litt3200_slope_cycle_10.wav,1470,14.7,55600,65600,13.9,16.4,2.5,4000,25.0,10.0,12.08,154.99
936,112_1p1_Pl_sc_Litt3200.wav,11,112_1p1_Pl_sc_Litt3200_slope_cycle_11.wav,1588,15.88,60320,70320,15.08,17.58,2.5,4000,25.0,10.0,12.08,81.5
937,112_1p1_Pl_sc_Litt3200.wav,12,112_1p1_Pl_sc_Litt3200_slope_cycle_12.wav,1697,16.97,64680,74680,16.17,18.67,2.5,4000,25.0,10.0,12.08,66.9
938,112_1p1_Pl_sc_Litt3200.wav,13,112_1p1_Pl_sc_Litt3200_slope_cycle_13.wav,1812,18.12,69280,79280,17.32,19.82,2.5,4000,25.0,10.0,12.08,110.35
939,112_1p1_Pl_sc_Litt3200.wav,14,112_1p1_Pl_sc_Litt3200_slope_cycle_14.wav,1961,19.61,75240,85240,18.81,21.31,2.5,4000,25.0,10.0,12.08,88.69
940,112_1p1_Pl_sc_Litt3200.wav,15,112_1p1_Pl_sc_Litt3200_slope_cycle_15.wav,2098,20.98,80720,90720,20.18,22.68,2.5,4000,25.0,10.0,12.08,88.78
941,112_1p1_Pl_sc_Litt3200.wav,16,112_1p1_Pl_sc_Litt3200_slope_cycle_16.wav,2249,22.49,86760,96760,21.69,24.19,2.5,4000,25.0,10.0,12.08,107.42
942,112_1p1_Pl_sc_Litt3200.wav,17,112_1p1_Pl_sc_Litt3200_slope_cycle_17.wav,2383,23.83,92120,102120,23.03,25.53,2.5,4000,25.0,10.0,12.08,74.91
943,112_1p1_Pl_sc_Litt3200.wav,18,112_1p1_Pl_sc_Litt3200_slope_cycle_18.wav,2507,25.07,97080,107080,24.27,26.77,2.5,4000,25.0,10.0,12.08,55.99
944,112_1p1_Pl_sc_Litt3200.wav,19,112_1p1_Pl_sc_Litt3200_slope_cycle_19.wav,2616,26.16,101440,111440,25.36,27.86,2.5,4000,25.0,10.0,12.08,84.82
945,112_1p1_Pl_sc_Litt3200.wav,20,112_1p1_Pl_sc_Litt3200_slope_cycle_20.wav,2722,27.22,105680,115680,26.42,28.92,2.5,4000,25.0,10.0,12.08,65.02
946,112_1p1_Pr_sc_Litt3200.wav,1,112_1p1_Pr_sc_Litt3200_slope_cycle_1.wav,167,1.67,3480,13480,0.87,3.37,2.5,4000,25.0,10.0,13.94,42.05
947,112_1p1_Pr_sc_Litt3200.wav,2,112_1p1_Pr_sc_Litt3200_slope_cycle_2.wav,267,2.67,7480,17480,1.87,4.37,2.5,4000,25.0,10.0,13.94,102.43
948,112_1p1_Pr_sc_Litt3200.wav,3,112_1p1_Pr_sc_Litt3200_slope_cycle_3.wav,381,3.81,12040,22040,3.01,5.51,2.5,4000,25.0,10.0,13.94,53.58
949,112_1p1_Pr_sc_Litt3200.wav,4,112_1p1_Pr_sc_Litt3200_slope_cycle_4.wav,517,5.17,17480,27480,4.37,6.87,2.5,4000,25.0,10.0,13.94,114.51
950,112_1p1_Pr_sc_Litt3200.wav,5,112_1p1_Pr_sc_Litt3200_slope_cycle_5.wav,681,6.81,24040,34040,6.01,8.51,2.5,4000,25.0,10.0,13.94,66.56
951,112_1p1_Pr_sc_Litt3200.wav,6,112_1p1_Pr_sc_Litt3200_slope_cycle_6.wav,787,7.87,28280,38280,7.07,9.57,2.5,4000,25.0,10.0,13.94,137.98
952,112_1p1_Pr_sc_Litt3200.wav,7,112_1p1_Pr_sc_Litt3200_slope_cycle_7.wav,911,9.11,33240,43240,8.31,10.81,2.5,4000,25.0,10.0,13.94,111.6
953,112_1p1_Pr_sc_Litt3200.wav,8,112_1p1_Pr_sc_Litt3200_slope_cycle_8.wav,1089,10.89,40360,50360,10.09,12.59,2.5,4000,25.0,10.0,13.94,150.04
954,112_1p1_Pr_sc_Litt3200.wav,9,112_1p1_Pr_sc_Litt3200_slope_cycle_9.wav,1286,12.86,48240,58240,12.06,14.56,2.5,4000,25.0,10.0,13.94,101.36
955,112_1p1_Pr_sc_Litt3200.wav,10,112_1p1_Pr_sc_Litt3200_slope_cycle_10.wav,1414,14.14,53360,63360,13.34,15.84,2.5,4000,25.0,10.0,13.94,150.44
956,112_1p1_Pr_sc_Litt3200.wav,11,112_1p1_Pr_sc_Litt3200_slope_cycle_11.wav,1519,15.19,57560,67560,14.39,16.89,2.5,4000,25.0,10.0,13.94,54.27
957,112_1p1_Pr_sc_Litt3200.wav,12,112_1p1_Pr_sc_Litt3200_slope_cycle_12.wav,1656,16.56,63040,73040,15.76,18.26,2.5,4000,25.0,10.0,13.94,172.69
958,112_1p1_Pr_sc_Litt3200.wav,13,112_1p1_Pr_sc_Litt3200_slope_cycle_13.wav,1834,18.34,70160,80160,17.54,20.04,2.5,4000,25.0,10.0,13.94,96.27
959,112_1p1_Pr_sc_Litt3200.wav,14,112_1p1_Pr_sc_Litt3200_slope_cycle_14.wav,1938,19.38,74320,84320,18.58,21.08,2.5,4000,25.0,10.0,13.94,43.16
960,112_1p1_Pr_sc_Litt3200.wav,15,112_1p1_Pr_sc_Litt3200_slope_cycle_15.wav,2098,20.98,80720,90720,20.18,22.68,2.5,4000,25.0,10.0,13.94,76.18
961,112_1p1_Pr_sc_Litt3200.wav,16,112_1p1_Pr_sc_Litt3200_slope_cycle_16.wav,2201,22.01,84840,94840,21.21,23.71,2.5,4000,25.0,10.0,13.94,18.9
962,112_1p1_Pr_sc_Litt3200.wav,17,112_1p1_Pr_sc_Litt3200_slope_cycle_17.wav,2304,23.04,88960,98960,22.24,24.74,2.5,4000,25.0,10.0,13.94,72.9
963,112_1p1_Pr_sc_Litt3200.wav,18,112_1p1_Pr_sc_Litt3200_slope_cycle_18.wav,2434,24.34,94160,104160,23.54,26.04,2.5,4000,25.0,10.0,13.94,77.25
964,112_1p1_Pr_sc_Litt3200.wav,19,112_1p1_Pr_sc_Litt3200_slope_cycle_19.wav,2616,26.16,101440,111440,25.36,27.86,2.5,4000,25.0,10.0,13.94,80.97
965,112_1p1_Pr_sc_Litt3200.wav,20,112_1p1_Pr_sc_Litt3200_slope_cycle_20.wav,2743,27.43,106520,116520,26.63,29.13,2.5,4000,25.0,10.0,13.94,58.23
966,113_1b1_Al_sc_Litt3200.wav,1,113_1b1_Al_sc_Litt3200_slope_cycle_1.wav,214,2.14,5360,15360,1.34,3.84,2.5,4000,25.0,10.0,14.62,112.15
967,113_1b1_Al_sc_Litt3200.wav,2,113_1b1_Al_sc_Litt3200_slope_cycle_2.wav,370,3.7,11600,21600,2.9,5.4,2.5,4000,25.0,10.0,14.62,102.82
968,113_1b1_Al_sc_Litt3200.wav,3,113_1b1_Al_sc_Litt3200_slope_cycle_3.wav,482,4.82,16080,26080,4.02,6.52,2.5,4000,25.0,10.0,14.62,130.84
969,113_1b1_Al_sc_Litt3200.wav,4,113_1b1_Al_sc_Litt3200_slope_cycle_4.wav,667,6.67,23480,33480,5.87,8.37,2.5,4000,25.0,10.0,14.62,115.75
970,113_1b1_Al_sc_Litt3200.wav,5,113_1b1_Al_sc_Litt3200_slope_cycle_5.wav,786,7.86,28240,38240,7.06,9.56,2.5,4000,25.0,10.0,14.62,131.14
971,113_1b1_Al_sc_Litt3200.wav,6,113_1b1_Al_sc_Litt3200_slope_cycle_6.wav,919,9.19,33560,43560,8.39,10.89,2.5,4000,25.0,10.0,14.62,89.09
972,113_1b1_Al_sc_Litt3200.wav,7,113_1b1_Al_sc_Litt3200_slope_cycle_7.wav,1044,10.44,38560,48560,9.64,12.14,2.5,4000,25.0,10.0,14.62,184.36
973,113_1b1_Al_sc_Litt3200.wav,8,113_1b1_Al_sc_Litt3200_slope_cycle_8.wav,1160,11.6,43200,53200,10.8,13.3,2.5,4000,25.0,10.0,14.62,66.29
974,113_1b1_Ar_sc_Litt3200.wav,1,113_1b1_Ar_sc_Litt3200_slope_cycle_1.wav,137,1.37,2280,12280,0.57,3.07,2.5,4000,25.0,10.0,5.91,324.36
975,113_1b1_Ar_sc_Litt3200.wav,2,113_1b1_Ar_sc_Litt3200_slope_cycle_2.wav,309,3.09,9160,19160,2.29,4.79,2.5,4000,25.0,10.0,5.91,164.04
976,113_1b1_Ar_sc_Litt3200.wav,3,113_1b1_Ar_sc_Litt3200_slope_cycle_3.wav,452,4.52,14880,24880,3.72,6.22,2.5,4000,25.0,10.0,5.91,82.95
977,113_1b1_Ar_sc_Litt3200.wav,4,113_1b1_Ar_sc_Litt3200_slope_cycle_4.wav,592,5.92,20480,30480,5.12,7.62,2.5,4000,25.0,10.0,5.91,127.23
978,113_1b1_Ar_sc_Litt3200.wav,5,113_1b1_Ar_sc_Litt3200_slope_cycle_5.wav,720,7.2,25600,35600,6.4,8.9,2.5,4000,25.0,10.0,5.91,115.93
979,113_1b1_Ar_sc_Litt3200.wav,6,113_1b1_Ar_sc_Litt3200_slope_cycle_6.wav,872,8.72,31680,41680,7.92,10.42,2.5,4000,25.0,10.0,5.91,92.79
980,113_1b1_Ar_sc_Litt3200.wav,7,113_1b1_Ar_sc_Litt3200_slope_cycle_7.wav,1050,10.5,38800,48800,9.7,12.2,2.5,4000,25.0,10.0,5.91,91.55
981,113_1b1_Ar_sc_Litt3200.wav,8,113_1b1_Ar_sc_Litt3200_slope_cycle_8.wav,1200,12.0,44800,54800,11.2,13.7,2.5,4000,25.0,10.0,5.91,55.61
982,113_1b1_Ar_sc_Litt3200.wav,9,113_1b1_Ar_sc_Litt3200_slope_cycle_9.wav,1335,13.35,50200,60200,12.55,15.05,2.5,4000,25.0,10.0,5.91,101.21
983,113_1b1_Ll_sc_Litt3200.wav,1,113_1b1_Ll_sc_Litt3200_slope_cycle_1.wav,220,2.2,5600,15600,1.4,3.9,2.5,4000,25.0,10.0,15.68,83.36
984,113_1b1_Ll_sc_Litt3200.wav,2,113_1b1_Ll_sc_Litt3200_slope_cycle_2.wav,407,4.07,13080,23080,3.27,5.77,2.5,4000,25.0,10.0,15.68,110.61
985,113_1b1_Ll_sc_Litt3200.wav,3,113_1b1_Ll_sc_Litt3200_slope_cycle_3.wav,513,5.13,17320,27320,4.33,6.83,2.5,4000,25.0,10.0,15.68,89.62
986,113_1b1_Ll_sc_Litt3200.wav,4,113_1b1_Ll_sc_Litt3200_slope_cycle_4.wav,632,6.32,22080,32080,5.52,8.02,2.5,4000,25.0,10.0,15.68,101.73
987,113_1b1_Ll_sc_Litt3200.wav,5,113_1b1_Ll_sc_Litt3200_slope_cycle_5.wav,816,8.16,29440,39440,7.36,9.86,2.5,4000,25.0,10.0,15.68,78.58
988,113_1b1_Ll_sc_Litt3200.wav,6,113_1b1_Ll_sc_Litt3200_slope_cycle_6.wav,928,9.28,33920,43920,8.48,10.98,2.5,4000,25.0,10.0,15.68,67.31
989,113_1b1_Ll_sc_Litt3200.wav,7,113_1b1_Ll_sc_Litt3200_slope_cycle_7.wav,1079,10.79,39960,49960,9.99,12.49,2.5,4000,25.0,10.0,15.68,58.22
990,113_1b1_Ll_sc_Litt3200.wav,8,113_1b1_Ll_sc_Litt3200_slope_cycle_8.wav,1214,12.14,45360,55360,11.34,13.84,2.5,4000,25.0,10.0,15.68,136.52
991,113_1b1_Ll_sc_Litt3200.wav,9,113_1b1_Ll_sc_Litt3200_slope_cycle_9.wav,1345,13.45,50600,60600,12.65,15.15,2.5,4000,25.0,10.0,15.68,46.65
992,113_1b1_Ll_sc_Litt3200.wav,10,113_1b1_Ll_sc_Litt3200_slope_cycle_10.wav,1452,14.52,54880,64880,13.72,16.22,2.5,4000,25.0,10.0,15.68,92.53
993,113_1b1_Ll_sc_Litt3200.wav,11,113_1b1_Ll_sc_Litt3200_slope_cycle_11.wav,1564,15.64,59360,69360,14.84,17.34,2.5,4000,25.0,10.0,15.68,28.36
994,113_1b1_Ll_sc_Litt3200.wav,12,113_1b1_Ll_sc_Litt3200_slope_cycle_12.wav,1671,16.71,63640,73640,15.91,18.41,2.5,4000,25.0,10.0,15.68,52.59
995,113_1b1_Ll_sc_Litt3200.wav,13,113_1b1_Ll_sc_Litt3200_slope_cycle_13.wav,1859,18.59,71160,81160,17.79,20.29,2.5,4000,25.0,10.0,15.68,287.88
996,113_1b1_Lr_sc_Litt3200.wav,1,113_1b1_Lr_sc_Litt3200_slope_cycle_1.wav,127,1.27,1880,11880,0.47,2.97,2.5,4000,25.0,10.0,15.63,205.37
997,113_1b1_Lr_sc_Litt3200.wav,2,113_1b1_Lr_sc_Litt3200_slope_cycle_2.wav,278,2.78,7920,17920,1.98,4.48,2.5,4000,25.0,10.0,15.63,95.79
998,113_1b1_Lr_sc_Litt3200.wav,3,113_1b1_Lr_sc_Litt3200_slope_cycle_3.wav,400,4.0,12800,22800,3.2,5.7,2.5,4000,25.0,10.0,15.63,143.88
999,113_1b1_Lr_sc_Litt3200.wav,4,113_1b1_Lr_sc_Litt3200_slope_cycle_4.wav,507,5.07,17080,27080,4.27,6.77,2.5,4000,25.0,10.0,15.63,134.89
1000,113_1b1_Lr_sc_Litt3200.wav,5,113_1b1_Lr_sc_Litt3200_slope_cycle_5.wav,672,6.72,23680,33680,5.92,8.42,2.5,4000,25.0,10.0,15.63,81.08
1001,113_1b1_Lr_sc_Litt3200.wav,6,113_1b1_Lr_sc_Litt3200_slope_cycle_6.wav,815,8.15,29400,39400,7.35,9.85,2.5,4000,25.0,10.0,15.63,72.84
1002,113_1b1_Lr_sc_Litt3200.wav,7,113_1b1_Lr_sc_Litt3200_slope_cycle_7.wav,949,9.49,34760,44760,8.69,11.19,2.5,4000,25.0,10.0,15.63,72.01
1003,113_1b1_Lr_sc_Litt3200.wav,8,113_1b1_Lr_sc_Litt3200_slope_cycle_8.wav,1108,11.08,41120,51120,10.28,12.78,2.5,4000,25.0,10.0,15.63,81.72
1004,113_1b1_Lr_sc_Litt3200.wav,9,113_1b1_Lr_sc_Litt3200_slope_cycle_9.wav,1254,12.54,46960,56960,11.74,14.24,2.5,4000,25.0,10.0,15.63,58.03
1005,113_1b1_Pl_sc_Litt3200.wav,1,113_1b1_Pl_sc_Litt3200_slope_cycle_1.wav,200,2.0,4800,14800,1.2,3.7,2.5,4000,25.0,10.0,16.43,247.65
1006,113_1b1_Pl_sc_Litt3200.wav,2,113_1b1_Pl_sc_Litt3200_slope_cycle_2.wav,372,3.72,11680,21680,2.92,5.42,2.5,4000,25.0,10.0,16.43,118.13
1007,113_1b1_Pl_sc_Litt3200.wav,3,113_1b1_Pl_sc_Litt3200_slope_cycle_3.wav,516,5.16,17440,27440,4.36,6.86,2.5,4000,25.0,10.0,16.43,164.56
1008,113_1b1_Pl_sc_Litt3200.wav,4,113_1b1_Pl_sc_Litt3200_slope_cycle_4.wav,707,7.07,25080,35080,6.27,8.77,2.5,4000,25.0,10.0,16.43,66.27
1009,113_1b1_Pl_sc_Litt3200.wav,5,113_1b1_Pl_sc_Litt3200_slope_cycle_5.wav,866,8.66,31440,41440,7.86,10.36,2.5,4000,25.0,10.0,16.43,147.7
1010,113_1b1_Pl_sc_Litt3200.wav,6,113_1b1_Pl_sc_Litt3200_slope_cycle_6.wav,1051,10.51,38840,48840,9.71,12.21,2.5,4000,25.0,10.0,16.43,96.71
1011,113_1b1_Pl_sc_Litt3200.wav,7,113_1b1_Pl_sc_Litt3200_slope_cycle_7.wav,1191,11.91,44440,54440,11.11,13.61,2.5,4000,25.0,10.0,16.43,105.4
1012,113_1b1_Pl_sc_Litt3200.wav,8,113_1b1_Pl_sc_Litt3200_slope_cycle_8.wav,1337,13.37,50280,60280,12.57,15.07,2.5,4000,25.0,10.0,16.43,79.79
1013,113_1b1_Pl_sc_Litt3200.wav,9,113_1b1_Pl_sc_Litt3200_slope_cycle_9.wav,1474,14.74,55760,65760,13.94,16.44,2.5,4000,25.0,10.0,16.43,99.66
1014,113_1b1_Pl_sc_Litt3200.wav,10,113_1b1_Pl_sc_Litt3200_slope_cycle_10.wav,1643,16.43,62520,72520,15.63,18.13,2.5,4000,25.0,10.0,16.43,82.32
1015,113_1b1_Pr_sc_Litt3200.wav,1,113_1b1_Pr_sc_Litt3200_slope_cycle_1.wav,95,0.95,600,10600,0.15,2.65,2.5,4000,25.0,10.0,12.79,241.46
1016,113_1b1_Pr_sc_Litt3200.wav,2,113_1b1_Pr_sc_Litt3200_slope_cycle_2.wav,205,2.05,5000,15000,1.25,3.75,2.5,4000,25.0,10.0,12.79,154.23
1017,113_1b1_Pr_sc_Litt3200.wav,3,113_1b1_Pr_sc_Litt3200_slope_cycle_3.wav,319,3.19,9560,19560,2.39,4.89,2.5,4000,25.0,10.0,12.79,194.63
1018,113_1b1_Pr_sc_Litt3200.wav,4,113_1b1_Pr_sc_Litt3200_slope_cycle_4.wav,440,4.4,14400,24400,3.6,6.1,2.5,4000,25.0,10.0,12.79,47.22
1019,113_1b1_Pr_sc_Litt3200.wav,5,113_1b1_Pr_sc_Litt3200_slope_cycle_5.wav,554,5.54,18960,28960,4.74,7.24,2.5,4000,25.0,10.0,12.79,179.6
1020,113_1b1_Pr_sc_Litt3200.wav,6,113_1b1_Pr_sc_Litt3200_slope_cycle_6.wav,731,7.31,26040,36040,6.51,9.01,2.5,4000,25.0,10.0,12.79,122.65
1021,113_1b1_Pr_sc_Litt3200.wav,7,113_1b1_Pr_sc_Litt3200_slope_cycle_7.wav,851,8.51,30840,40840,7.71,10.21,2.5,4000,25.0,10.0,12.79,112.43
1022,113_1b1_Pr_sc_Litt3200.wav,8,113_1b1_Pr_sc_Litt3200_slope_cycle_8.wav,977,9.77,35880,45880,8.97,11.47,2.5,4000,25.0,10.0,12.79,79.97
1023,113_1b1_Pr_sc_Litt3200.wav,9,113_1b1_Pr_sc_Litt3200_slope_cycle_9.wav,1157,11.57,43080,53080,10.77,13.27,2.5,4000,25.0,10.0,12.79,84.41
1024,113_1b1_Pr_sc_Litt3200.wav,10,113_1b1_Pr_sc_Litt3200_slope_cycle_10.wav,1295,12.95,48600,58600,12.15,14.65,2.5,4000,25.0,10.0,12.79,198.78
1025,113_1b1_Pr_sc_Litt3200.wav,11,113_1b1_Pr_sc_Litt3200_slope_cycle_11.wav,1426,14.26,53840,63840,13.46,15.96,2.5,4000,25.0,10.0,12.79,164.44
1026,113_1b1_Pr_sc_Litt3200.wav,12,113_1b1_Pr_sc_Litt3200_slope_cycle_12.wav,1748,17.48,66720,76720,16.68,19.18,2.5,4000,25.0,10.0,12.79,62.76
1027,113_1b1_Pr_sc_Litt3200.wav,13,113_1b1_Pr_sc_Litt3200_slope_cycle_13.wav,1854,18.54,70960,80960,17.74,20.24,2.5,4000,25.0,10.0,12.79,92.66
